COMUNA_NAME,GLOSA,TOTAL
Renca,"Instrumentos y aparatos para la medida o control del caudal, nivel, presión u otras características variables de líquidos o gases (por ejemplo: caudalímetros, indicadores de nivel, manómetros, contadores de calor), excepto los instrumentos y aparatos de las partidas 9014, 9015, 9028 ó 9032.",33407
Renca,"Leña; madera en plaquitas o partículas; aserrín, desperdicios y desechos, de madera, incluso aglomerados en leños, briquetas, «pellets»  o formas similares.","33203,37"
Renca,"Sobres, sobres carta, tarjetas postales sin ilustrar y tarjetas para correspondencia, de papel o cartón; cajas, bolsas y presentaciones similares, de papel o cartón, con un surtido de artículos de correspondencia.","31575,69"
Renca,"Accesorios de tubería (por ejemplo: empalmes (racores), codos, manguitos), de fundición, hierro o acero.","30768,57"
Renca,"Chales, pañuelos de cuello, bufandas, mantillas, velos y artículos similares.","29384,22"
Renca,"Los demás artículos de cuchillería (por ejemplo: máquinas de cortar el pelo o de esquilar, cuchillas para picar carne, tajaderas de carnicería o cocina y cortapapeles); herramientas y juegos de herramientas de manicura o de pedicuro (incluidas las limas para uñas).","28279,24"
Renca,"Juntas metaloplásticas; surtidos de juntas o empaquetaduras de distinta composición presentados en bolsitas, sobres o envases análogos; juntas mecánicas de estanqueidad.",27960
Renca,"Árboles de transmisión (incluidos los de levas y los cigüeñales) y manivelas; cajas de cojinetes y cojinetes; engranajes y ruedas de fricción; husillos fileteados de bolas o rodillos; reductores, multiplicadores y variadores de velocidad, incluidos los convertidores de par; volantes y poleas, incluidos los motones; embragues y órganos de acoplamiento, incluidas las juntas de articulación.","27749,76"
Renca,Corbatas y lazos similares.,"27746,1"
Renca,"Pizarras y tableros para escribir o dibujar, incluso enmarcados.","27256,2"
Renca,Compuestos heterocíclicos con heteroátomo(s) de nitrógeno exclusivamente.,27000
Renca,"Las demás placas, láminas, hojas y tiras, de plástico no celular y sin refuerzo, estratificación ni soporte o combinación similar con otras materias.","24807,73"
Renca,"Libros registro, libros de contabilidad, talonarios (de notas, pedidos o recibos), agendas, bloques memorandos, bloques de papel de cartas y artículos similares, cuadernos, carpetas de mesa, clasificadores, encuadernaciones (de hojas móviles u otras), carpetas y cubiertas para documentos y demás artículos escolares, de oficina o de papelería, incluso los formularios en paquetes o plegados («manifold»), aunque lleven papel carbón (carbónico), de papel o cartón; álbumes para muestras o para colecciones y cubiertas para libros, de papel o cartón.","24520,7"
Renca,"Los demás artículos cerámicos refractarios (por ejemplo: retortas, crisoles, muflas, toberas, tapones, soportes, copelas, tubos, fundas, varillas), excepto los de harinas silíceas fósiles o de tierras silíceas análogas.","24121,38"
Renca,"Invertebrados acuáticos, excepto los crustáceos y moluscos, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera; invertebrados acuáticos, excepto los crustáceos y moluscos, ahumados, incluso cocidos antes o durante el ahumado; harina, polvo y «pellets» de invertebrados acuáticos, excepto de los crustáceos y moluscos, aptos para la alimentación humana.","21703,4"
Renca,"Aparatos eléctricos de alumbrado o señalización (excepto los artículos de la partida 8539), limpiaparabrisas, eliminadores de escarcha o vaho, eléctricos, de los tipos utilizados en velocípedos o vehículos automóviles.","21361,76"
Renca,"Máquinas (incluidas las unidades de mecanizado de correderas) de taladrar, escariar, fresar o roscar (incluso aterrajar), metal por arranque de materia, excepto los tornos (incluidos los centros de torneado) de la partida 8458.",20000
Renca,"Preparaciones para afeitar o para antes o después del afeitado, desodorantes corporales, preparaciones para el baño, depilatorios y demás preparaciones de perfumería, de tocador o de cosmética, no expresadas ni comprendidas en otra parte; preparaciones desodorantes de locales, incluso sin perfumar, aunque tengan propiedades desinfectantes.","19613,2"
Renca,"Conjuntos de abrigo para entrenamiento o deporte (chandales), monos (overoles) y conjuntos de esquí  y bañadores; las demás prendas de vestir.","18790,73"
Renca,"Teléfonos, incluidos los teléfonos móviles (celulares)* y los de otras redes inalámbricas; los demás aparatos para emisión, transmisión o recepción de voz, imagen u otros datos, incluidos los de comunicación en red con o sin cable (tales como redes locales (LAN) o extendidas (WAN)), distintos de los aparatos de emisión, transmisión o recepción de las partidas 8443, 8525, 8527 u 8528.",18260
Renca,Motores de émbolo (pistón) de encendido por compresión (motores diésel o semi-diésel).,"18245,72"
Renca,"Los demás artículos confeccionados, incluidos los patrones para prendas de vestir.","17755,31"
Renca,"Instrumentos de dibujo, trazado o cálculo (por ejemplo: máquinas de dibujar, pantógrafos, transportadores, estuches de dibujo, reglas y círculos, de cálculo); instrumentos manuales de medida de longitud (por ejemplo: metros, micrómetros, calibradores), no expresados ni comprendidos en otra parte de este Capítulo.","17467,9"
Renca,"Partes y accesorios (excepto los estuches, fundas y similares) identificables como destinados, exclusiva o principalmente, a las máquinas o aparatos de las partidas 8469 a 8472.","17355,02"
Renca,"Muelas y artículos similares, sin bastidor, para moler, desfibrar, triturar, afilar, pulir, rectificar, cortar o trocear, piedras de afilar o pulir a mano, y sus partes, de piedra natural, de abrasivos naturales o artificiales aglomerados o de cerámica, incluso con partes de otras materias.",17314
Renca,"Cables, trenzas, eslingas y artículos similares, de hierro o acero, sin aislar para electricidad.","17210,48"
Renca,"Camisas, blusas y blusas camiseras, para mujeres o niñas.","15884,75"
Renca,"Aparatos mecánicos (incluso manuales) para proyectar, dispersar o pulverizar materias líquidas o en polvo; extintores, incluso cargados; pistolas aerográficas y aparatos similares; máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro similares.","15075,08"
Renca,"Aparatos e instrumentos de pesar, incluidas las básculas y balanzas para comprobar o contar piezas fabricadas, excepto las balanzas sensibles a un peso inferior o igual a 5 cg; pesas para toda clase de básculas o balanzas.","14253,57"
Renca,Camisas para hombres o niños.,"14082,23"
Renca,"Máquinas automáticas para tratamiento o procesamiento de datos y sus unidades; lectores magnéticos u ópticos, máquinas para registro de datos sobre soporte en forma codificada y máquinas para tratamiento o procesamiento de estos datos, no expresados ni comprendidos en otra parte.","13992,82"
Renca,"Máquinas para lavar vajilla; máquinas y aparatos para limpiar o secar botellas o demás recipientes; máquinas y aparatos para llenar, cerrar, tapar, taponar o etiquetar botellas, botes o latas, cajas, sacos (bolsas) o demás continentes; máquinas y aparatos de capsular botellas, tarros, tubos y continentes análogos; las demás máquinas y aparatos para empaquetar o envolver mercancías (incluidas las de envolver con película termorretráctil); máquinas y aparatos para gasear bebidas.","13683,08"
Renca,"Hilos y cuerdas, de caucho vulcanizado.","13534,03"
Renca,"Las demás sales de los ácidos o peroxoácidos inorgánicos (incluidos los aluminosilicatos, aunque no sean de constitución química definida), excepto los aziduros (azidas).","13534,03"
Renca,"Preparaciones lubricantes (incluidos los aceites de corte, las preparaciones para aflojar tuercas, las preparaciones antiherrumbre o anticorrosión y las preparaciones para el desmoldeo, a base de lubricantes) y preparaciones de los tipos utilizados para el ensimado de materias textiles o el aceitado o engrasado de cueros y pieles, peletería u otras materias, excepto las que contengan como componente básico una proporción de aceites de petróleo o de mineral bituminoso superior o igual al 70 % en peso.","13534,03"
Renca,Los demás muebles y sus partes.,"13373,36"
Renca,"Polímeros de cloruro de vinilo o de otras olefinas halogenadas, en formas primarias.",12650
Renca,"Condensadores eléctricos fijos, variables o ajustables.","12479,55"
Renca,"Centrifugadoras, incluidas las secadoras centrífugas; aparatos para  filtrar o depurar líquidos o gases.","12147,97"
Renca,Neumáticos (llantas neumáticas) nuevos de caucho.,"11650,22"
Renca,"Máquinas, aparatos y artefactos de cosechar o trillar, incluidas las prensas para paja o forraje; cortadoras de césped y guadañadoras; máquinas para limpieza o clasificación de huevos, frutos o demás productos agrícolas, excepto las de la partida 8437.",11232
Renca,"Lámparas y tubos eléctricos de incandescencia o de descarga, incluidos los faros o unidades «sellados» y las lámparas y tubos de rayos ultravioletas o infrarrojos; lámparas de arco.","11104,25"
Renca,"«T-shirts» y camisetas, de punto.","11043,59"
Renca,"Preparaciones de belleza, maquillaje y para el cuidado de la piel, excepto los medicamentos, incluidas las preparaciones antisolares y las bronceadoras; preparaciones para manicuras o pedicuros.",10444
Renca,"Calzado con suela de caucho, plástico, cuero natural o regenerado y parte superior de cuero natural.","10364,47"
Renca,"Betunes y cremas para el calzado, encáusticos, abrillantadores (lustres) para carrocerías, vidrio o metal, pastas y polvos para fregar y preparaciones similares (incluso papel, guata, fieltro, tela sin tejer, plástico o caucho celulares, impregnados, recubiertos o revestidos de estas preparciones), excepto las ceras de la partida 3404.","10060,16"
Renca,"Abrigos, chaquetones, capas, anoraks, cazadoras y artículos similares, para hombres o niños, excepto los artículos de la partida 6203.","9828,52"
Renca,"Placas indicadoras, placas rótulo, placas de direcciones y placas similares, cifras, letras y signos diversos, de metal común, excepto los de la partida 9405.","9614,07"
Renca,"Motores y generadores, eléctricos, excepto los grupos electrógenos.","8765,91"
Renca,"Triciclos, patinetes, coches de pedal y juguetes similares con ruedas; coches y sillas de ruedas para muñecas o muñecos; muñecas o muñecos; los demás juguetes; modelos reducidos y modelos similares, para entretenimiento, incluso animados; rompecabezas de cualquier clase.","7143,56"
Renca,"Libros, folletos e impresos similares, incluso en hojas sueltas.","7109,12"
Renca,"Máquinas y aparatos para trabajar caucho o plástico o para fabricar productos de estas materias, no expresados ni comprendidos en otra parte de este Capítulo.","6965,4"
Renca,"Bombonas (damajuanas), botellas, frascos, bocales, tarros, envases tubulares, ampollas y demás recipientes para el transporte o envasado, de vidrio; bocales para conservas, de vidrio; tapones, tapas y demás dispositivos de cierre, de vidrio.","6841,54"
Renca,"Cuchillas y hojas cortantes, para máquinas o aparatos mecánicos.","6841,54"
Renca,Calcomanías de cualquier clase.,"6788,66"
Renca,"Clasificadores, ficheros, cajas de clasificación, bandejas de correspondencia, plumeros (vasos o cajas para plumas de escribir), portasellos y material similar de oficina, de metal común, excepto los muebles de oficina de la partida 9403.","6787,08"
Renca,Vidrio de seguridad constituido por vidrio templado o contrachapado.,"6142,11"
Renca,Instrumentos y aparatos para regulación o control automáticos.,"5724,9"
Renca,"Rodamientos de bolas, de rodillos o de agujas.","5359,52"
Renca,"Juegos o surtidos de viaje para aseo personal, costura o limpieza del calzado o de prendas de vestir.","5323,5"
Renca,"Aprestos y productos de acabado, aceleradores de tintura o de fijación de materias colorantes y demás productos y preparaciones (por ejemplo: aprestos y mordientes), de los tipos utilizados en la industria textil, del papel, del cuero o industrias similares, no expresados ni comprendidos en otra parte.","5030,08"
Renca,"Partes identificables como destinadas, exclusiva o principalmente, a los motores de las partidas 8407 u 8408.","4926,76"
